sentence,label
"(umm) So I really cant recommend it although I did enjoy the previous movie, Pitch Black, which you might wanna check out",0
"(umm) Yeah, so I would say for the most part, you can skip this",0
"But (uhh) if you do wanna check it out, just keep in mind that (uhh) the original was rated R I believe and this is an unrated version which (uhh) would definitely be inappropriate for children",0
Alright (uhh) this is going to be a review of a foreign film Old Boy,1
This film comes (uhh) from Korea and it is highly regarded as (uhh) just a great film overall,1
"(uhh) Im not, I cant go into the plot or the storyline without giving anything away, without giving (stutter) any spoilers away, but I can set up the story",1
(uhh) Dae-Su is a Korean man who one day gets locked up in this hotel room,1
He is basically jailed for fifteen years and he doesnt know why,1
"And the rest of the film involves him trying to find out why he got locked up, who did this to him, and he tries to see if he can exact revenge on the person who (uhh) who jailed him for fifteen years",1
(uhh) this a wonderful (uhh) masterpiece,1
"If youre not into foreign films, you probably will be after watching this",1
"(uhh) I recommend watching it in the dubbed, (uhh) not the dubbed but the subtitled version (uhh) just to get the the (stutter) entire effect, the entire feel of it",1
It is done great,1
"(uhh) the actors are great, storyline is great",1
"Hello, my name is Emma and today Im going to review this DVD that I got",1
"It is the Blair Witch Project Two, Book of Shadows, and Blair Witch Project One, I know a lot of people didnt really like it, but I thought it was pretty good",1
"It scared me a little bit, which is rare with a scary movie",0
But this movie has absolutely nothing to do with The Blair Witch Project One,1
"You know, none of the same actors, hardly even the same plot, and a lot of really, really random weird stuff that makes absolutely no sense like, you know, I wouldnt even be so angry about it if they had called it something different because its clearly not The Blair Witch Project",0
I dont even think it was directed by the same person,0
I got this DVD at Best Buy for about (umm) twelve dollars I think,0
"You know, I hadnt seen the movie yet",0
"I like The Blair Witch Project, thought Id like this too, but I didnt",1
It was awful,0
I would not recommend buying it,0
"This is a review for Black Sheep, which came out this year in New Zealand",1
(umm) I only watch this movie online but I really thought this plot was kind of (umm) was very (uhh) not well thought out,0
"(umm) It was basically about (umm) It was basically about (uhh) a man named Henry Oldfield and he returns home to his brother Angus Oldfield Oldfield(stutter), who is doing giant experiments on sheep",1
(umm) Henry Old Oldfield (stutter) was coming back from a psychiatric institute which (umm) was treating him because of his fear of sheeps,1
And (uhh) he came back to Angus and he found out that Angus had (umm) released a genetically engineered sheep that turned them into that turned the sheep into blood thirsty sheep,1
(umm) Basically it was just Henrys (umm) nightmare (uhh) came to life,1
"Overall, (umm) it was just basically this movie was basically about how Henry Angus had to avoid these deadly sheep which (umm) this one sheep turned more thousands into blood thirsty sheeps",1
So basically they had to find a way to save New Zealand and avoid these sheep,1
"(uhh) Personally I thought this movie, the plot was kind of lacking and it wasnt very fulfilling in my eyes",0
"Hi, today Id like to review Shark Tale on DVD, and this was another of the many animated movies",1
"(umm) This one features voice actors such as Will Smith, Robert De Niro, Renee Zellweger, Angelina Jolie, Jack Black and even director Martin Scorsese",0
(umm) This was an entertaining enough movie,1
It its got a pretty generic story about some fish and it (umm) features a real musical sequences to popular seventies songs,1
But overall I found it to be just kind if generic and it was just made to capitalize on the popularity of movies like Shrek or Toy Story,0
Plus it just used the voice acting cast to gain popularity even though its kind of distracting in that you just kind of hear the celebrities but not the characters,0
(umm) DVD does have a good bit of special features (umm) that kids will enjoy like bloopers and interactive things about the music and the special effects and interviews with the cast,1
"So (umm) overall I think Id recommend this for kids cause I think theyd probably enjoy it, but otherwise (umm) I wouldnt recommend it because its just pretty generic and lazy and not that interesting",0
Hi,1
This is a review for the (uhh) Divine Secrets of the Ya-Ya Sisterhood,1
"The catchphrase for this movie is mothers, daughters, the never ending story of good versus evil",1
I dont actually see how this applies to this movie,0
(umm) I didnt really find that this movie was very entertaining,0
(uhh) It lacked really any kind of (uhh) draw that some chick flicks might have for men,0
"(umm) This movies definitely just for girls and it (uhh), you know, you need to have a Kleenex box alongside with you",1
"It does happen to have some very tragic and downright (umm) depressing moments in the movie, (uhh) especially with the fact that the mother and the daughter that are the main characters, Sandra Bullock and whatever her moms name is, (umm) they (uhh) have this rift between them and the Ya-Ya Sisterhood, which is the sworn lifelong friends of Vivi, who is Sandra Bullock, (uhh) have decided to have this intervention so that they can bring mother and daughter back together",0
(uhh) It seems like an impossible task but of course because a chick flick it obviously works out,1
(umm) The title (uhh) obviously the sunflower that you see on the cover here is a little misleading cause the movie overall is rather depressing,0
"My review now is for the movie Nancy Drew, by Andrew Fleming",1
"Well, Andrew Fleming is the director, and yeah",0
"So those who are of course childhood fans, I am as I suppose",0
"I read the Nancy Drew books as a child, and yeah I thought they were really good",0
"And when I heard there was a movie coming out I was skeptical, which is not too surprising",0
"Movies from books are often, well, rushed",0
"Of course, there are exceptions",0
"Lord of the Rings, for one, and yeah",0
This one was hmm,1
I know Nancy Drew doesnt really make her appearance on the big screen quite as well as she does in the books,1
"In the books shes a very interesting character, but yet on the big screen, yeah she loses it I feel and most of the magic was in the imagination, well thats what it seems to be because (stutter) I just couldnt get into this movie",0
"Thought it was quite fast paced and yeah I just, I couldnt enjoy the movie",0
Which is sad because I was really looking forward to it,0
"And the characters try their best to act, but yeah, xxx the story just (stutter) was missing something, that kind of Nancy Drew magic and well it kind of broke my heart",0
"So if you also loved Nancy Drew as I did as a child then, well, you could try and watch this but be prepared for disappointment",1
Go in with low expectations and you might enjoy this,0
"Hello ExpoTV, today I have another great (umm) review for a movie currently in theaters",1
"Live Free or Die Hard and obviously this is starring Bruce Willis and of course I forget the rest of the characters I always forget names, but Live Free or Die Hard is exactly what it sounds like",1
"Its a mantra for an action movie and if you love the rest of the Die Hards and youve seen them and you have Die Hard movie nights like Ive had, youre gonna love it",1
Its basically the summers action hit before Transformers came out,0
"But Live Free or Die Hard basically if youre like me, if you love to see stuff blowing up, cars flipping in the air, shoot them up, everything like that, if it Bruce Willis is crazy and hardcore as usual, (umm) just like the rest of them, it definitely wont disappoint",1
"(umm) Its definitely something that is worth the money you got, youve got (stutter) to see the rest of the Die Hards",1
"I would definitely, I cant wait until it comes out on DVD and we get out the collection and have another movie night",1
"(umm) Its a perfect edition, and basically if you love the rest of the Die Hards dont even hesitate, go out and see it",1
Hello Expo TV,1
Today I have another great movie for only in theater review for you and that is Nancy Drew,1
"Nancy Drew, to be honest, I really didnt like at all",1
(umm) I took my younger brother and sister to go see it and they loved it so I guess its more of a preteen (uhh) adolescent kid movie than for (umm) young adults and adults,1
"(umm) I would say if youre babysitting and you wanna get the kids, they wanna see a movie xxx like that, Nancy Drew (umm) would be good for that",1
(umm) Its basically like the Nancy Drew books,1
The girl shes a detective and (umm) and shes really good,0
(umm) And I mean shes solving mysteries,0
Shes a little bit of an oddball,1
"She doesnt really fit in (umm) with the current times, the current kids",1
Which is kind of interesting,0
I though (umm) they kind of set her out as sort of like the books are Nancy Drew,1
(umm) She was kind of old fashioned and all the way she dressed and she is very conservative and compared to the newer kids and I thought that was an interesting contrast which the younger kids I dont think would pick up on,1
"But (umm) really I mean you have as much depth as a kids movie has and I mean, its basically you know a kids spy series",1
"So, I mean for younger kids I think its great but for older audiences, I mean again its a good family movie but (umm) definitely not a blockbuster hit",0
(uhh) The movie Derailed based on a book by James Sigel,1
(umm) I picked up because I really liked the book,1
"However (umm) I should have known with Xzibit being one of the featured actors that the acting and the, the general dialogue was gonna be awful",0
(umm) Xzibit has failed to impress me with his acting ability as most rappers who attempt to (uhh) succeed in the movie industry tend to do,0
"(umm) The first twenty minutes, half hour, work pretty well and then the movie just loses all coherence",0
"(umm) If youre looking for a mindless thrill this may be it for you, however it is lacking a little on the thrill part and all the Hollywood cliches are here, everything from the fake ending (umm) to the way that the characters are portrayed",0
"(umm) The actings subpar, the screen the screenplay (stutter) is disappointing and the directing is awful",0
"Hi, this is my movie review of the movie (umm) Twenty-Eight Weeks Later and (umm) first of all, I have to say, I saw the first movie, Twenty-Eight Days Later, and I thought it was actually quite intriguing despite being really nasty",1
(umm) Im actually quite intrigued with the kind of like modern-day zombie movies,1
Ive seen almost every one of them from the pretty good one to the mediocre one to the really really bad one,0
"Basically, zombie movies, (umm) nowadays zombie movies are based on one concept",0
"Now it doesnt matter if they call it differently, theyre the same",0
"They basically have some type of virus that they have and then they bite people and then they infect people and then they all have you know the walking dead Im gonna bite people (umm) virus, and Twenty-Eight Days Later explored that (umm) and it was set in England and this movies also set in in (stutter) the United Kingdom and its basically that they sealed off after the first attack and (umm) America and the United Nations are opening up Great Britain, theyre cleaning up the mess (umm) because they think all the zombies have died or has been fire bombed and exterminated, so they go (umm) try to bring, resettle Great Britain with the people who survived and people who escaped",0
"And the story starts out with a family, and (umm) the fathers reunited reunited (stutter) with (umm) the brother and the sister, and basically (umm) theyre really shattered that you know their mom died",0
(umm) but one of the twist is that (umm) the movie is that they find the mom and (umm) thats where the story begins,0
(umm) I think I think (stutter) the movie was its okay in terms of plot,1
"I think the mom coming back and shes being really you know advertised in the trailers as (umm) being really important person, and she is a very important person (umm) in this movie",0
"I think one of the things that kind of bothered me is that when they brought the character back, the way they did that was really annoying because they relied on the children (umm) the characters as being really idiotic",1
They relied on a lot of chance events that feels really like forced and feel very unrealistic,1
"Its like youre looking at the movie, youre like, screaming at the movie like what the heck, like, thats so stupid, like no normal human with normal intelligence would do that, so its like, when you, (stutter) theres certain parts, like in the beginning where youre just like how could they do that and it just feels so that like the film maker ran out of ideas so they used some cheap idea to, you know, create some drama to (stutter) bring the zombies into the film",1
"Hi, this is my movie review of the movie, Sunshine and this is a movie that stars Cillian Murphy and (umm) Chris Evans as people who from the Earth (umm) who realize that the sun is dying and they are trying to send a payload to the sun to rejuice the sun",1
(umm) I think the movie has been a little bit overrated,0
(umm) I didnt like the movie at all,0
I think it wasnt as good as (umm) I dont think its as good as like any science fiction movie,0
"I dont think its as good as those in space, you know movies, because I felt not only was the production really cheap, (umm) I I (stutter) just didnt really believe that you can have a whole spaceship full of people, never (umm) showing like you (stutter) no gravity scenes and that was, but that was not the majority of the problem though",0
"The majority of the problem was the movie didnt really have a good plot (umm) as advertised as being cool you know and directed by the same person who did twenty-eight days later and you know, stars Cillian Murphy whos supposed to be a good acting",0
"But you know what, doesnt matter all of those, it doesnt matter if movies look beautiful",0
"I think what matters the most is the movie has a good plot, it has a feasible plot you know, its got maybe like a message at the end thats not too cliche (umm) and the movie failed in every aspect in my opinion",0
I didnt think it was visually stunning,0
I didnt think the story was interesting,0
"I didnt even, in the end of the movie, I was like {sigh} relieved that the movie was done you know",0
I couldnt wait to not watch the movie and (stutter)I mean I just wanted to fast forward and see what happens in the end,0
"And in the end it was very predictable it was like, and there was, basically there were some parts of the movie where they questioned like you know (stutter) how mentally you know ill the people on board the (umm) spacecraft and you know, thats thats (stutter) a really old concept and its been overdone in so many movies and I just feel like thats just one of the most boring film Ive seen this year so I absolutely dont recommend it",0
"If youre that big of a fan so Cillian Murphy maybe, but overall the movie had like, (stutter) it was just like really limited",0
I dont really think they got creative,0
I thought because they were on a spaceship it really limited like the story telling and it was just really bad,0
Its not good science fiction,0
"Its not, you know, good in space or at least not good action not, its just (stutter) bad",0
"Hello, and welcome to the September edition of the OnCell Newsletter.",1
I hope everyones Fall is off to a great start!,1
"With school back in full swing, weve put together a panel to talk with some of our college and university customers.",1
Please check it out in this newsletter.,1
Im here to review this movie and its called Crouching Tiger Hidden Dragon,1
And its rated PG-thirteen,1
"And its about (uhh) martial arts fighting and (uhh) believe it was really based in China and about (uhh) these two master fighers, and theyre all their abilites and the storyline that goes with its real interesting",1
"And (uhh) this (uhh) young woman here, she (uhh) comes out as a, you know another master fighter but she tries to hide it",1
"But the stories the storys (stutter) okay and the (uhh) fight scenes, you know if youre really, if youre into martial arts and that kind of thing this is a good one, I mean its really good choreographed fight scenes",1
But (uhh) it was (uhh) kind of strange and I didnt really understand (uhh) a lot about it but,0
"(uhh) If you enjoy the martial arts arts (stutter) and understand, you know a lot of the things that are behind the martial arts, this will be an interesting one for you to see but",0
"(uhh) For me it was a little bit boring, and (umm) (uhh) but you might, you might (stutter) see something different in it, so",0
Im here to review this movie called Millennium,1
And it stars Kris Kristofferson,1
And its an older movie,1
"Its been out for quite a while, but its on (uhh) DVD now",1
And (uhh) its rated PG-thirteen,0
And this is (uhh) about time travel,1
And about (uhh) people way in the future that (uhh) come back to our time and different times and (uhh) the the (stutter) things that they do,1
"I dont want to mess up the story for you, but (uhh) its interesting because, you know, its about futuristic things and time travel, but (uhh) the storys kind of, kind of (stutter) nothing",0
"You know? Its kind of boring and its so far out there and (uhh) its just kind, its just really unbelievable",1
"But if you like the idea of time travel and that kind of thing, you might enjoy this, because it gives you a little different idea about, you know, how things might be",1
"So (uhh) its been, its an older movie, like I said",1
"Its been out for a long time, but you can find it on DVD now, and (uhh) your prices will vary",0
"So (uhh) try it and (uhh) you may enjoy it, you know, more than I did",1
Hi,1
My name is Kaitlyn,1
Im doing a review on the movie Taxi with Queen Latifah and Jimmy Fallon,0
Okay,0
Two thumbs down,0
This movie was pretty bad,0
"(umm) Not only was it cheesy, but the storyline {sigh} was just dumb",1
"(umm) Supposedly, USA Today says its hilarious, real belly laughs, but, yeah, it was funny, but it was funny because it was so stupid",0
"(umm) I dont even know why we own this video, to be honest with you",0
"(umm) Maybe it was my husbands, but {sigh} I would not pay money to see this movie or buy this movie",0
I dont even know why they paid money to make this movie,0
"I mean, it was pretty bad",0
"I like Queen Latifah and I like Jimmy Fallon, but they just dont do very well together, I guess",0
"So, anyway, thats my review of this movie",0
"Alright, the film Im reviewing right here is a Paramount (uhh) movie",1
"Its (uhh) Jackass The Movie, Special Collectors Edition",1
This is a great movie,1
I think this is one of the funniest movies Ive probably seen in a long time,1
"(umm) I dunno, its a compilation of a whole bunch of stupid stunts by the MTV gang, Johnny Knoxville, Steve O, and all those guys",1
Its really funny,1
"Its really stupid, so you have to have an open mind because theres a lot of male nudity and (uhh) just absolutely retarded stuff so",1
"Id say its really good, and you should see it only if you have a very like, youre not squeamish or anything like that, so yeah",1
"I put that warning out there, not for younger kids",0
This is R rated and (uhh) a lot lot of crazy stuff that your kids will try to do if you dont yeah so dont let them see this at all,1
"But (uhh) yeah for me hilarious, funny",0
Watch it with the guys,1
Watch it with anybody,0
"Its hilarious, good college film",1
may also be required,1
"In negotiation with police and other stakeholders, you can identify most evidence-based treatments to apply the crime problems",1
All stakeholders should then probably agree on the division of responsibilities for the entire project,1
"So, making it clear in terms of whos responsibility it will be and perhaps trying to seek that undertaking at the beginning of the project so its clear for everyone",1
"And then, theres opportunity too, to do some research identifying effective treatments for similar crime problems in other areas or jurisdictions as well",1
The Victoria Police can support applications by providing a letter from the relevant local area commanders,1
You can even speak to your local crime prevention officers or other police as well,1
"So, its not just limited to your local area commanders",1
"AS A CONSERVATIVE LEADER AND DETAILED PLANS TO FIX THE MESS IN WASHINGTON, D",1
"AS PRESIDENT I WILL RESTORE AND REBUILD OUR MILITARY, RESTORE ALLIANCES AND KEEP US SAFE",1
"AS OUR PARTY NOMINEE, I WILL DEFEAT HILLARY CLINTON",1
I ASK FOR YOUR SUPPORT MONDAY NIGHT AND MAKE YOU PROUD AS OUR PARTYS NOMINEE,1
"Hi, this is mom of three for Expo TV",1
Today Id like to review the Disney DVD Hercules,1
This film was originally released in nineteen ninety seven,1
Its rated G and its ninety-three minutes long,0
"It follows the story of Hercules who has god parents, but he was raised on earth",0
He never fit in,0
"He has this abnormal amount of strength and he doesnt know where it comes from and he finally finds out that his dad is Zeus, but he has to be do a true heroic act before he can go and live with the gods in a temple",0
"He enlists the friend, the help of his friend (umm) Pegasus, (stutter) his friend Phil, rather, to help him do this",1
"But all this time, there is a villain of the the name of Hades, whos trying to come along and make it so he cant do his heroic deed",1
He uses Meg to try to get him derailed from his mission,1
"Hercules is very trusting and even though Phil does not trust Meg, they dont know whats happening",1
I found this film to be one of the worst Disney movies,0
"It, I dont even know how it got a G rating",1
Its very violent and its not one that I would recommend,1
The only bonus feature on the DVD is the making of Hercules feature,1
Today Im doing a review for Weekend at Bernies Two,1
(umm) I really liked the original Weekend at Bernies so I thought I would like this one,1
"Basically after the first movie ends and they spend their weekend with Bernie (umm) these two guys (uhh) go to their bank and find out theyre fired (umm) and they also find out that Bernie, when he was alive, had stolen two million dollars and its in the Virgin Islands",1
"So they have to go back to the Virgin Islands and, and find the money",1
(umm) This is the movie playing in the background,1
"(umm) Its its (stutter) just not as funny as the first one, I like, I liked the first one a lot better",0
"In this movie theres this, you know, in the Virgin Islands theres this lady who brings them back to life and, I dont know, I just thought that was kind of lame",0
Hello expo my name is Jocelyn,1
I have to tell you about a movie that was fantastic,1
Its Ratatouille and it was really a great animated movie,0
This movie is so good because its very real,1
"The reason its real is because the animators were actually asked to go to France and film everything culinary, just the way it would be cooked so that it could be reproduced in this movie",1
That is what is one of the things that makes it so great,1
"Remy is played by Patton Oswalt and he does a fantastic job of you can even see the expressions of Remy, but and thats quite odd, even when hes running or when hes thinking about what hes cooking",1
That really translates so there has to be some great animators to do that,1
"One prepares the food, its just as it is, was (stutter) or is to be prepared, the way that the culinary chefs do to prepare food",1
"He wants to be a chef although and, since hes a rat that sort of holds him back because society frowns on that",1
"His family is appalled because he, he (stutter) wants to be a chef because they cant seem to figure out why he just doesnt want to sniff garbage",1
"So as they would have it, he ends up in a store in France, and from there theres some hilarious wonderful authentic and funny, funny stuff that is just so right on with food network and the way cooking should be",1
"Its just a wonderful movie for all ages, so if you want to see something thats very entertaining with a lot of laughs and even get educated about how to cook, with a (uhh) profession such as a gourmet chef from France, youll love Remy",1
Hello my names Karen and Im gonna review for you the movie Elf,0
(umm) Honestly right up front Ill tell you that Im not a person that likes to watch a seasonal movies out of season,0
(umm) Elf being a Christmas movie,1
(umm) This one I dont mind watching any time,1
(umm) It stars Will Ferrell,1
(umm) I really enjoy watching Will Ferrell in this movie,1
(umm) He plays elf,1
And he has (umm) (umm) slipped into Santas bag in an orphanage so hes raised raised (stutter) in (umm) the North Pole as an elf,1
"(umm) He finds out that he was adopted, he is human and this (umm) takes him on a journey to meet his father",1
(umm) Its funny as usual (umm) Will Ferrels just (umm) out of the box on this one,1
(umm) (umm) And also stars (umm) Bob Newhart,1
"(umm) Havent seen him around for a while so hes very, funny too",1
(umm) The whole movie is a Christmas theme about an elf who (umm) learns that hes human,1
Hes on the track to find his father,1
(umm) And then he also (umm) is gonna teach some people about (umm) spreading (stutter) Christmas cheer all around the year and what the true meaning of Christmas is,1
(umm) I think (umm) this movie is (umm) (umm) PG,1
"And it is (umm) ninety-five minutes long, so its not a very long movie but even though it is a Christmas I suggest you watch it any time of the year",1
"Hey, Summer here for ExpoTV",1
Today Im reviewing for you a movie that I truly dislike,0
The movie is eight millimeters with Nicolas Cage and Joaquin Phoenix,0
"Now, the basic premise behind this movie is Nicolas Cage is a cop, and hes trying his best to find out what happened with a six-year-old crime",1
So he is reinvestigating an old crime,1
"And in the process, he finds (umm) an integrated trail of mystery, murder, thrillers",0
And all of it is being captured on eight millimeter film,1
"(umm) I did not like the storyline of the movie, first of all",1
"(umm) I I (stutter) liked even less the fact that there was actually on film violence, rape, and murder",1
"It, it (stutter) was on film, and then (stutter) they showed you clips of these films",0
"And I I (stutter) wasnt, you know, thrilled with that",0
"I mean, there can be, Ive watched many, many psychological thrillers that were really, really good",1
And they didnt need to show this,1
"I understand that the basis of the movie is the eight millimeter film basis, but it could have been done in a different way",0
"I mean, the the (stutter) people that were involved in this movie were the writer that wrote this was the same writer that wrote Seven",0
"And (uhh) Joel Schumacher, he he (stutter) was the one that directed this movie",0
And and (stutter) theyve done such great movies that that (stutter) were so successful in the past without the usage of of (stutter) this type of film and footage,1
So I didnt like eight millimeter,1
Im going to give it one star because I just dont like the the (stutter) basis behind how the movie was filmed and the way that the eight millimeter film was integrated into the footage,0
"So, eight millimeter",1
"If you want to watch something like this, you go on with your bad self",1
I do not like the film,0
And I will not watch it again,1
Its rated R,0
And it is with Nicolas Cage and Joaquin Phoenix,0
One out of five stars,1
MS. NULAND: We have seen some statements from the regime side.,1
"We’ve also seen some statements from the opposition side, Free Syrian Army, saying that they will abide by the UN Security Council and the UN Special Envoy’s call for a ceasefire tomorrow beginning for the Eid holiday and continuing into Sunday.",1
"What we are hoping and expecting is that they will not just talk the talk of ceasefire, but that they will walk the walk, beginning with the regime.",0
And we will be watching very closely.,1
"QUESTION: Right, but does it really mean anything if the government hasn’t agreed to a political transition?",1
"Hello, this is Ron Paul with your weekly update for August 8th.",1
The Super Congress created by the recent debt ceiling increase deal is a typical example of something nefarious attached to a bigger bill that is rushed through Congress without giving Members ample opportunity to consider the full ramifications.,0
This commission may turn into an early Christmas present for the well-heeled lobbyists of K Street.,1
This is because the commission presents a huge opportunity for lobbying firms to sneak their clients pet projects and issues into whatever legislation is created by the commission.,0
The fact that automatic cuts to defense are named if the committee deadlocks simply signals to the military industrial complex to bring their A game to the lobbying effort.,1
One red flag I am constantly aware of in my position as a Congressman is that highly complex and convoluted legislation frequently has dangerous provisions hidden in the fine print.,0
"Elaborate legislative packages force lawmakers to take the bad with the good, and often if they refuse, they are accused of voting against the positive provision - never mind the blatant Constitutional violations in the bill, the spending, the waste, and the unchecked expansion of government.",1
"I dont usually have to read too much of a bill like that before encountering something unconstitutional, or simply unwise.",1
Then I have to vote no.,1
"That doesnt seem to be the case with a majority of legislators, unfortunately.",1
"In order to ram through one special interests favorable treatment or giveaway, a certain amount of horse-trading is done.",0
The end result is mammoth bills with myriads of unrelated provisions that favor those with the best lobbyists at the expense of everyone else.,0
"The creation of a 12 member committee to preside over $1.5 trillion in spending decisions, and the exclusion of the rest of Congress also means lobbying firms can focus their efforts on an anointed few, which is certainly more manageable for them than having to deal with the entire Congress.",0
"Every cut considered will, of course, have a recipient on the other end whose livelihood is being threatened.",1
The probable outcome is that any cuts realized will be more a function of lobbying prowess than the merits or demerits of the actual programs on the chopping block.,1
Make no mistake - I am enthusiastically for cutting government spending.,0
The goal should be to eventually reduce government down to the size and scope of its constitutional limitations.,0
"However, the process of getting there must also be constitutional.",0
"Concentrating such special authority to fast track legislation affecting so many special interests to a small, select committee is nothing more than an unprecedented power grab.",0
"Hey there Expo tv, Summer here and today I have a review for you of Silent Hill",1
Now Silent Hill the video game was truly a scary video game,1
"I played this game and and (stutter) I was left basically with night terrors, I had no idea what I was gonna do, I couldnt sleep I was scared",0
So when I watched this movie I was ready,0
I was ready I slept half the day I was ready to be up all night frightened all out of my wits,0
And I watched the movie and was left just stunned,0
This is the least scary movie I have ever watched in my entire life,0
The movie from beginning to end does not even begin to employ the scariness of the video game and I know thats what they were trying for,0
"And I I I (stutter) didnt like the storyline, I didnt like how they explained the things that were happening in Silent Hill",1
"And I just didnt like the movie, so this is Silent Hill",0
"Its two hours long, its rated R for strong horror and violence, gore, disturbing images, some language, and I would not watch this movie again",1
I was very upset with myself for having purchased the movie and basically being left with something Im not gonna watch ever again,0
"So, Silent Hill gets one star from me, it did not scare me, there was no ha moments or anything of that sort it was just plain old fashioned bad",0
"Bad try, bad attempt with some gore thrown in",0
Not a good movie,0
"Whats up expo tv, goob here",1
(uhh) Today Im going to review Man of the Year starring Robin Williams,1
Its movie about Robin Williams playing a (uhh) late night comedian who decides he wants to become president,1
"So he runs for president and due to some computer glitches, (uhh) he wins",1
"(uhh) Thats Christopher Walkens in it, Lewis Black, (umm) few other people",0
"Its rated PG-thirteen (uhh) I would rate it NS for never see, because it is extremely boring",0
(uhh) I found myself just losing complete interest halfway through the movie,0
"(uhh) They, its like they abandoned the premise",1
"He gets elected and then suddenly he goes from a comedian to a real politician and it gets real, it just gets boring its not funny",0
"(uhh) Even the part where hes running for president is not funny, its just, theres hardly any jokes",0
"And its weird because I like (uhh) the real life character that hes, you know, portraying, John Stewart or Stephen Colbert",1
You know I love those guys but,0
"Suddenly when Robin Williams takes over in the movie its just like wow, hes not boring, hes not funny like they are",1
Its just not interesting,0
"(umm) I dont even remember how it ends, I got was so bored with it I was, wasnt (stutter) even paying attention",0
I started doing other stuff,0
(umm) And it was a struggle just to make it all the way through it,0
"So if you want to, you know, watch a bad movie and bore yourself to death, check out {laugh} Man of the Year",0
"Hi this is a review for the movie Blue Collar Comedy Tour, its playing behind me and actually what this movie is about is you have (umm) the four stars of the movie and thats Jeff Foxworthy, Bill Engvall, Ron White, and Larry the Cable Guy, and its actually a movie about their comedy shows (umm) and with little bits and pieces mixed in its like their stand up routines and than some ins and outs between it",0
"(umm) Unfortunately I didnt think that this was the funniest movie, so I guess what it really comes down to is this movie is sort of like it takes stand up comedians doing their act you put it into a movie and ya throw in some separate parts where their you know youre going into sidelines of of (stutter) whats going on and thats kind of what this movies about",0
(umm) Unfortunately it falls pretty flat for me,0
Its rated (umm) PG for some sexually related type of humor,1
I want to tell you about a DVD,1
(umm) Its Gosford Park,1
"Now this is, you know, award winner",1
The cast is just incredible,1
(umm) Helen Mirren and just everybody,1
"I really, really, really wanted to like this movie",1
(umm) I am not a fan of it,0
"I bought the DVD basically because (umm) I heard it was really, really good, it got a lot of good ratings but I was not, Im not thrilled with it at all",0
(umm) I found a lot of the acting to be quite pretentious and it was (uhh) supposed to be a mystery and I pretty much figured out who was gonna die and who did it (umm) well before the movie (stutter) was even halfway through,0
I thought it was kind a heavy handed storytelling,0
But its very pretty to look at,0
(umm) The costumes are great,0
The acting is for the most part pretty good,1
"Theres a few people on there who was, I thought was a bit ham handed with their acting",0
(umm) I really cant recommend anybody buying this film because its not something you want to watch over,1
"Its one of those oh, okay, Im done with this type of movie and (umm) so I really wish I had (uhh) maybe previewed it, or someone had given me an honest review of it",0
Cause I just found it (umm) boring,0
Honestly it was boring,0
"(umm) and Im a fan of British mysteries, a big fan of British mysteries and of British (umm) {noise} in the countryside type of shows so I was very unhappy with how bad this one turned out to be",0
"Hi Expo friends, this is Jill",1
"Id like to take a minute to tell you about one of my favorite movies, the silliest Ive ever seen",1
"My family loves it, especially my four year old, it is called Dinosaur",1
This is a Disney movie and we love it,1
This movie (umm) stars many different (umm) characters we have here a family of lemurs,1
And this family of lemurs raises a dinosaur named Aladar,0
And Aladar (umm) is the only one of his kind left (umm) his egg was in an unfortunate accident,1
All of the eggs in his nest were destroyed which left him by himself,1
The egg was taken by a big pterodactyl like bird and dropped into several different situation by different animals and what not and ends up in this tree and the lemurs find him,1
And this movie is about Aladar living with his family of lemurs,1
They go through many many different adventures and trials including (umm) a comet that comes and hits the Earth and their home island is destroyed but they end up moving to another one,1
"And (umm) we just love it, its a great story and theres Aladar when hes just a baby",1
"(umm) We love it, I cant say enough good things about it",1
"There are though a couple, two or three scenes that are extremely loud and intense and may scare small children",1
"(umm) But other than that, its just great, we love it",1
"Once again, this is Dinosaur by Walt Disney, the colors on the movie are fabulous, the story is great",1
We watch it all the time,1
"As the world has become more integrated economically and the relationship between economics and politics has become tighter and tighter and more interesting over time, I think this has been one of the really interesting growth areas.",1
Both in the practice of international affairs and and in the more academic research thats related to many of these areas.,1
Well the big questions that we confront in our everyday life are those that really reflect the challenges that our government faces and it works with a lot of other parties.,1
"Community service organisations, big international organisations to tackle those.",1
"Climate change, poverty, to how we deliver public services on a day to day basis.",1
Who is Government accountable to in this different world.,1
"Hey, whats goin on guys!",1
"My name is Jesse, Im 33 and Im from Pensacola, Florida.",1
Im a basketball player from an early age.,1
I’m here to share with you my testimonial about the jump manual and how it helped me to increase my vertical.,1
Before I discovered the jump manual and started using the jump manual workouts I was pretty much an average jumper.,1
"I could reach the backboard jumping off of One foot with Two hands and I could also touch the rim when jumping off of One foot with One hand but still, I was nowhere close to dunking.",1
and I started looking for ways to improve my vertical beacsue that just wasnt OK with me.,1
I wanted to be a jumper that people would want to gather around in the gym and watch him dunk.,1
I wanted to be able to catch alley-oops and throw the ball down like a hardcore proffesional basketball player.,1
So I started doing some research because I just wasnt happy with where I was and I knew that I had to do some research to find a program or to find something that could really help me improve my vertical so that I’ll be able to dunk.,1
‘cause this was my dream.,1
and I did some research online and I found the jump manual.,1
